地理位置,年份,不安全的水，环境卫生和洗手,烟草烟雾,空气污染,饮食风险,高血压,Total_Deaths,不安全的水，环境卫生和洗手_Pct,烟草烟雾_Pct,空气污染_Pct,饮食风险_Pct,高血压_Pct,DALY_Rate,ISO_Code,GDP_per_capita,Health_exp_gdp,HALE,Adjusted net national income (constant 2015 US$),"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","Annual freshwater withdrawals, total (% of internal resources)",Current health expenditure (% of GDP)_x,Current health expenditure per capita (current US$)_x,Domestic general government health expenditure (% of GDP),Domestic general government health expenditure per capita (current US$)_x,GDP (constant 2015 US$),GDP per capita (constant 2015 US$),Gini index,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,"Life expectancy at birth, total (years)","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Poverty headcount ratio at societal poverty line (% of population),CPIA quality of public administration rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","Community health workers (per 1,000 people)",Current health expenditure (% of GDP)_y,Current health expenditure per capita (current US$)_y,Domestic general government health expenditure per capita (current US$)_y,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Hospital beds (per 1,000 people)",Out-of-pocket expenditure per capita (current US$),"Physicians (per 1,000 people)",UHC service coverage index,Urban population (% of total population),Efficiency_Score,CATE
阿富汗,2010,7850.327333427125,6271.675400084523,29885.202771253214,16185.527646535691,28909.97268458873,159749.7171636375,4.9141416165299034,3.925938343703116,18.70751529446572,10.131803632526161,18.09704154591721,54128.745969361415,AFG,1765.538028306152,8.56967163,50.47,18572571195.5786,0.99838511,43.01590668080594,8.56967163,46.42438889,0.46915731,2.54156102,15354612541.505938,542.8710304760368,37.4,54.75701944,60.702,16.6,49.133794804764214,35.0616668763216,26.5,2.0,2.5,2.0,0.26875,8.56967163,46.42438889,2.54156102,1.9113317896991295,3.45024324176183,13.68165274149,0.45,36.67371379,0.244,38.0,22.2614799010924,0.393354711204156,-0.30344594487303217
阿富汗,2011,7612.222960843921,6382.553784888725,29656.890693391037,16635.790266903667,29180.994796377905,157623.07729193606,4.82938354689346,4.049250842291007,18.815068962562552,10.554159043661018,18.51314877093241,52981.19162799007,AFG,1744.0606232155815,8.56190777,50.93,18572571195.5786,0.99838511,43.01590668080594,8.56190777,52.18721771,0.47999981,2.92573274,15420077665.532303,525.4269827658195,37.36,54.75701944,61.25,16.6,51.389671818437215,36.451745028819104,26.1,2.5,2.5,2.0,0.264375,8.56190777,52.18721771,2.92573274,1.9113317896991295,3.45024324176183,13.68165274149,0.45,38.22983107,0.258,36.0,22.820569157248503,1.0756611954131148,-0.2803199930331464
阿富汗,2012,7554.213570116841,6514.212859287502,29708.49606216451,17035.739275020223,29398.678060079616,158322.4603104986,4.7714099157514855,4.114522251935681,18.7645492647732,10.760153197221733,18.568861298910814,52003.91848236705,AFG,1988.429303815544,7.89716864,51.26,18572571195.5786,0.99838511,43.01590668080594,7.89716864,52.45247269,0.34288675,2.27743104,17386490239.353626,568.9290214583409,37.1,54.75701944,61.735,16.6,53.65580948302861,37.8393855148321,25.55,2.5,2.5,2.0,0.26,7.89716864,52.45247269,2.27743104,1.9113317896991295,3.45024324176183,13.68165274149,0.46,39.06985734,0.246,37.0,23.3434391310979,0.42549562807562574,-0.17696800821400094
阿富汗,2013,8133.638160256797,6616.808018771111,29912.364766920586,17159.345207664926,29329.231957730586,159911.28741956226,5.086343992038797,4.137799229525598,18.705599366753237,10.730540341810665,18.34093917384264,51049.74575330311,AFG,2133.241270986467,8.80596447,51.69,18572571195.5786,0.99838511,43.01590668080594,8.80596447,56.16043472,0.44335932,2.82754417,18360263162.75784,580.6038333330962,36.65000000000001,54.75701944,62.188,16.6,55.93213522235421,39.224783753238896,25.92307692307693,2.5,2.5,2.0,0.223,8.80596447,56.16043472,2.82754417,1.9113317896991295,3.45024324176183,13.68165274149,0.46,40.46239344,0.29,38.0,23.8077136743646,0.4203492044084573,0.0063089215955038636
阿富汗,2014,8324.52898734639,6751.449667376324,30149.592288465767,17485.52682764011,29532.521013391266,166459.8627524081,5.000922654687195,4.0559024594525885,18.11222945276014,10.5043501409394,17.741526711047364,51340.993750797716,AFG,2224.490748152148,9.52887821,51.7,18572571195.5786,0.99838511,43.01590668080594,9.52887821,60.04951096,0.47265697,2.97861076,18860496494.04041,575.1462458085464,36.8,54.75701944,62.26,16.6,58.21857478498821,40.60813625530921,25.4375,2.5,2.5,2.0,0.225,9.52887821,60.04951096,2.97861076,1.9113317896991295,3.45024324176183,13.68165274149,0.46,43.86972469,0.304,38.0,24.191016638772602,0.4151007903069384,-0.010320619803605978
阿富汗,2015,8517.503041474425,6852.020892452747,30359.544663471144,17629.212544135647,29548.24113465375,175038.8872453087,4.8660632934312185,3.9145706421510575,17.344457075371874,10.071597701274882,16.880958054334116,51850.94647907369,AFG,2284.0758478934936,10.10534763,51.62,18572571195.5786,0.99838511,43.01590668080594,10.10534763,59.91960526,0.52267277,3.09918546,19134221644.73249,565.5697304087512,36.5,54.75701944,62.27,16.6,60.515347668620905,41.9898186307368,25.25833333333333,2.5,2.5,2.0,0.241,10.10534763,59.91960526,3.09918546,3.0280268609823002,4.0539678290241,19.5894508361816,0.44,46.96636207,0.29,38.0,24.464911842156802,1.0671235793054863,0.005936944054501131
阿富汗,2016,8753.158698838928,6919.40107905566,30456.68777872268,17674.012759548034,29337.379912038814,177312.0360004846,4.9365846201297945,3.9023865695370783,17.176886840687704,9.967745652359287,16.54562238062544,51281.77209041985,AFG,2213.181441047904,11.81859016,51.66,18572571195.5786,0.99838511,43.01590668080594,11.81859016,61.37234497,0.60012972,3.11639278,19566715174.16328,563.8723367231469,36.6,54.75701944,62.646,16.6,62.8220704134542,43.369864193730706,24.88,2.5,2.5,2.0,0.241,11.81859016,61.37234497,3.11639278,4.144721932265472,4.65769241628637,21.93529478249755,0.45,46.62723365,0.284,39.0,24.6588345720126,1.090743739375644,-0.007060541584703169
阿富汗,2017,8641.30225007684,6928.844235491744,30267.66978093752,17598.249262692356,29064.157872265216,180425.00345629465,4.7894150392354415,3.8402904823389172,16.775762339541494,9.753775211624301,16.108719587363392,51067.246620400656,AFG,2335.795862344538,12.62081718,52.05,18572571195.5786,0.99838511,43.01590668080594,12.62081718,66.82388306,0.64313394,3.40522414,20084646751.495384,562.7695741409875,36.25,54.75701944,62.40600000000001,16.6,65.142136058033,44.7508111861658,24.1,2.5,2.5,2.0,0.241,12.62081718,66.82388306,3.40522414,5.2614170035486385,5.2614170035486385,24.2811387288135,0.42,50.44039361,0.245,40.0,24.8352821238871,0.3937531495812606,0.06708908160244169
阿富汗,2018,8211.712219798932,7039.317130837109,30392.4000884945,17871.731415909362,29133.01469927244,189953.77315535754,4.323005583617872,3.7058053724891593,15.999892807413444,9.408463500902721,15.336897085716435,51826.309946634334,AFG,2432.276700833362,14.20841885,51.72,18572571195.5786,0.99838511,43.01590668080594,14.20841885,71.22509003,0.55239552,2.76909213,20323499020.36386,553.1251516882928,35.7,54.75701944,62.44300000000001,16.6,67.47586945958571,46.1335435081079,23.69090909090909,2.5,2.5,2.0,0.241,14.20841885,71.22509003,2.76909213,4.74698366336428,5.630991734525702,22.53398786622173,0.4,54.28991757,0.303,42.0,24.999164519140606,1.0,-0.02642937986655619
阿富汗,2019,7953.99190627453,7093.626616551678,30385.433455846338,17848.952147569147,29154.61185668558,196081.21165461288,4.0564783536145645,3.617698277511025,15.496351332920533,9.102836522149387,14.868641217925534,51928.00657072241,AFG,2583.485332398769,14.83131981,52.31,18572571195.5786,0.99838511,43.01590668080594,14.83131981,74.0642395,0.49705607,2.48218497,21118473702.34708,557.8615332074586,35.7,54.75701944,62.941,16.6,69.82269764806409,47.51839020578429,23.1,2.5,2.5,2.0,0.241,14.83131981,74.0642395,2.48218497,4.23255032317992,6.000566465502768,20.78683700362997,0.38,56.89493912,0.214,42.0,25.143725883980302,1.4554607780330258,-0.11793380913751549
阿富汗,2020,7343.065326699777,6816.554476923466,29833.561415055683,17800.716657129535,29551.26919842311,213042.99104571342,3.446752831743781,3.199614520742817,14.003540444404573,8.35545753922971,13.871035631527624,56426.79856676568,AFG,2561.9817605862195,15.53361416,51.66,18572571195.5786,0.99838511,43.01590668080594,15.53361416,80.0892334,1.18621242,6.11595245,20621957125.207733,527.8345544993057,35.3,54.75701944,61.45399999999999,16.6,72.1820710205908,48.905681312024704,23.1,2.5,2.5,2.0,0.241,15.53361416,80.0892334,6.11595245,3.71811698299556,6.370141196479829,19.0396861410382,0.33,59.91792599,0.253,42.0,25.2622103446137,0.4587579522227101,-0.13185592550571884
阿富汗,2021,6861.538268568301,7438.862591674012,31509.492348886295,19966.220520875864,32373.52862162352,253897.3152171462,2.7024855551150493,2.9298705208095286,12.410329082029767,7.8638958839717175,12.750638420077815,63536.776891373884,AFG,2144.166570028188,21.508460999999997,50.45,18572571195.5786,0.99838511,43.01590668080594,21.50844383,81.52112579,0.71036398,2.69241566,16345202562.548471,408.6258552174031,35.163636363636364,54.75701944,60.417,16.6,74.5545259961346,50.2966403259731,22.9,2.0,2.0,1.5,0.241,21.50844383,81.52112579,2.69241566,3.06798005104065,4.70488023757935,15.246959686279302,0.36,62.94576762,0.2743333333333333,42.0,25.3478620272481,0.4575821802506768,0.00904337682928885
阿富汗,2022,6521.0544875441,7500.544638954322,31409.74919644895,19248.71095499532,31131.26224351189,185818.14018917,3.509374531951195,4.0364975299604655,16.903489166597303,10.35889764874376,16.75361846363281,48771.04343579676,AFG,2122.995815126633,23.088169100000002,50.45,18572571195.5786,0.99838511,43.01590668080594,23.0881691,80.6516037,0.18147056,0.63391294,15325233810.138838,377.66562708070467,35.3,54.75701944,65.617,16.6,76.9392075646596,51.6914397704169,22.814285714285717,1.5,1.5,1.0,0.241,23.0881691,80.6516037,0.63391294,3.984250068664549,4.70488023757935,21.0254802703857,0.36,62.86481346,0.2956666666666667,42.0,25.393925058090897,1.0,0.006350437378790652
阿富汗,2023,5979.121773969295,7793.921427700619,30691.34360975992,19739.868720425824,31503.55058450196,178126.7661518485,3.356666661130673,4.375491452562779,17.230057151319038,11.081921682448382,17.68602847572385,47325.99072195517,AFG,2201.722906916772,23.088169100000002,50.45,18572571195.5786,0.99838511,43.01590668080594,14.9857626,59.06770706,0.24774949,0.97652657,15672648238.100512,378.0663031225898,35.3,54.75701944,66.035,16.6,78.926564391722,53.0909369400519,22.5,1.5,1.5,1.0,0.287,14.9857626,59.06770706,0.97652657,3.984250068664549,4.70488023757935,21.0254802703857,0.35,45.56458734,0.317,42.0,25.473052963116693,1.0,0.0039497109069233345
安哥拉,2000,23447.55643667416,5583.578310146295,18613.022834951145,4973.1438852728115,7387.302975020802,199690.71352195105,11.741936329000435,2.7961131550228644,9.320925598728508,2.490423213759581,3.699372316684496,85017.33382201119,AGO,3689.537808472444,1.90859938,42.85,29544946216.35807,39.88922211,0.4415270270270271,3.95882654,29.26095772,1.80684185,13.3549479,36662544314.03395,2189.17352158246,42.7,1.73331565,47.032,48.9,38.3388157469695,34.2558546036306,35.3,2.5,2.5,2.5,0.2325,3.95882654,29.26095772,13.3549479,1.77637575082021,1.77637575082021,43.1104129319875,0.75,13.19408324,0.063,29.0,51.7224790407329,0.6094443255008776,0.38149468569866646
安哥拉,2001,22819.75217994513,5614.9716308224215,18723.836656689862,5150.269390324655,7692.779400901435,202849.56528473046,11.2495938297497,2.7680471599438468,9.230405118398004,2.53896003331112,3.792356858198557,83686.39654245367,AGO,3801.633133748176,4.48351622,43.43,29544946216.35807,39.88922211,0.4415270270270271,3.95882654,29.26095772,1.80684185,13.3549479,36662544314.03395,2189.17352158246,42.7,1.73331565,47.032,48.9,38.3388157469695,34.2558546036306,35.3,2.5,2.5,2.5,0.2325,3.95882654,29.26095772,13.3549479,1.77637575082021,1.77637575082021,43.1104129319875,0.75,13.19408324,0.063,29.0,51.7224790407329,0.41371406807216415,0.2776515583762203
安哥拉,2002,22285.43251223288,5655.345163590821,18808.01173340675,5365.044082975628,8063.687722891724,202846.31553146566,10.986362978220296,2.787995014241981,9.272049967547591,2.6448812091651708,3.9752695047797775,81185.9855439362,AGO,4241.291501565801,3.32946134,44.28,29544946216.35807,41.3128919,0.45035135135135135,2.9398222,29.37077141,1.15548134,11.54402398,41672733511.800835,2404.977920715314,42.7,1.76795756,47.874,48.9,38.8353924997189,34.7112995930867,35.3,2.5,2.5,2.5,0.2825,2.9398222,29.37077141,11.54402398,1.77637575082021,1.77637575082021,43.1104129319875,0.75,14.58612744,0.063,30.0,52.8926234794038,0.4889153308503399,0.11288858678445234
安哥拉,2003,21691.8563343889,5692.971098451229,18776.04658723726,5524.659215529707,8344.258830286697,203606.35717694,10.653820752530844,2.796067459477148,9.221738872780046,2.7134021216874946,4.098230991400377,79039.50526336838,AGO,4322.197732147415,3.54797316,44.88,32031219873.40681,42.68185028,0.4591756756756757,3.10680342,35.22069550000001,1.28335834,14.54896293,43125991915.38321,2403.404151570378,42.7,1.80259947,50.218,48.9,40.3965157225134,35.7566857674784,35.3,2.5,2.5,2.5,0.2825,3.10680342,35.22069550000001,14.54896293,1.77637575082021,1.77637575082021,43.1104129319875,0.75,17.08580057,0.063,30.0,54.004354537076104,0.4683291748211481,0.13204738185617224
安哥拉,2004,22507.95219487864,5784.337929063174,19098.120518082647,5652.726702605716,8546.847269788046,204670.7468213975,10.997151544338589,2.8261674024724104,9.331143221336024,2.7618635249024983,4.175900758913197,77061.07422982782,AGO,4770.68802563462,3.96719909,45.44,34241307412.033886,43.99919162,0.468,3.46084046,50.23310852,1.4713583,21.35634213,48050921277.90014,2583.3241146128853,42.7,1.837241379,51.12300000000001,48.9,41.97723678621021,36.802660811234496,35.3,2.5,2.5,2.5,0.2825,3.46084046,50.23310852,21.35634213,1.77637575082021,1.77637575082021,43.1104129319875,0.75,23.55485536,0.063,30.0,55.04452808639361,0.4685536349049351,0.04806549514542614
安哥拉,2005,21934.40756445114,5813.418271922019,19043.92757915669,5808.498597005418,8750.426169362296,204873.15481666825,10.706335627075813,2.8375695571848762,9.295472408865985,2.835168229924111,4.271143370244217,74863.3052121155,AGO,5415.612120180988,2.85219526,46.29,37318708316.49242,45.26778124,0.4768243243243243,2.54726577,54.66142273,1.14204562,24.50699757,54852422288.01438,2843.396635796797,42.7,1.871883289,52.13,48.9,43.57434399764061,37.8465318357126,35.3,2.5,2.5,2.5,0.2406666666666667,2.54726577,54.66142273,24.50699757,2.5559054116815982,2.5559054116815982,39.848986685358966,0.75,23.1396319,0.07680000000000001,31.0,56.0,0.4950906187178424,-0.003100266052094564
安哥拉,2006,23750.904214426933,5999.862215135088,19411.628626839367,6166.908611209216,9270.071105318853,208970.0923366384,11.365695420264075,2.8711583308628033,9.289189859555778,2.951096275190754,4.43607551763212,73769.22699144567,AGO,6017.818162525103,2.68553543,47.11,43317292572.231,45.26778124,0.4768243243243243,2.39833426,70.28185272,1.28968012,37.79336142,61347946235.77332,3065.0557624389503,42.7,1.871883289,52.965,48.9,45.0139996038983,38.7338819151989,35.3,2.5,2.5,2.5,0.24225,2.39833426,70.28185272,37.79336142,3.335435072542986,3.335435072542986,36.58756043873042,0.75,21.55242371,0.0906,34.0,56.8939032662772,1.0000000000001557,0.14401877497187274
安哥拉,2007,22547.050135221725,6107.663954906258,19397.29223516407,6382.941484948583,9605.11421851942,206794.3503966329,10.90312674982481,2.9534965259890904,9.379991376921057,3.086613088174828,4.644766261794267,71115.18102943209,AGO,6727.963288568308,2.97439122,48.05,39700118180.332985,45.26778124,0.4768243243243243,2.65790844,93.42698669,1.53876388,54.0884263,69324828859.44601,3336.363324652078,42.7,1.871883289,54.2,48.9,46.4686546771725,39.620568940405605,35.3,2.5,2.5,2.5,0.2683,2.65790844,93.42698669,54.0884263,4.114964733404373,4.114964733404373,33.326134192101875,0.75,26.51829065,0.1044,37.0,57.7564632930133,1.0,0.4009664139835737
安哥拉,2008,21945.452759055162,6267.147689173737,19513.734250349342,6661.827722975593,10111.832233907475,206510.63335858745,10.62679068973113,3.0347820774397563,9.449263668890827,3.2259005817913105,4.8965189198510535,69097.28415983122,AGO,7315.602330566665,3.32290339,48.83,33697916998.759663,45.26778124,0.4768243243243243,2.97807598,136.34094238,1.91652381,87.74144270000002,76802645840.5628,3559.1952251223634,42.7,1.871883289,55.28100000000001,48.9,47.9390179800655,40.5073529931406,35.3,2.5,2.5,2.5,0.2485,2.97807598,136.34094238,87.74144270000002,4.894494394265762,4.894494394265762,30.064707945473337,0.75,29.52223032,0.1182,38.0,58.585174581961404,0.4341001332147359,0.2972197190529335
安哥拉,2009,21593.6506393507,6399.583095541319,19448.47465221468,6918.282533593496,10475.371298067785,207832.40620857367,10.389934386690417,3.0792036777551,9.357768120481095,3.328779500657149,5.040297367079055,67567.64750806174,AGO,7227.563642375884,3.84260798,49.59,42652349394.05037,45.26778124,0.4768243243243243,3.30655909,120.52899170000002,2.23769045,81.56714082,78335311067.84787,3494.807244661718,43.56,1.871883289,56.225,48.9,49.4231763682417,41.3926874563562,35.98999999999999,2.5,3.0,2.5,0.273125,3.30655909,120.52899170000002,81.56714082,5.67402405512715,5.67402405512715,26.8032816988448,0.75,18.6927266,0.132,38.0,59.3775316348744,0.42738123410067796,0.2635355749233921
安哥拉,2010,21545.59676948549,6531.0120887964795,19467.13488053902,7149.12705380535,10793.469024219072,208356.01886103945,10.340760438437384,3.1345444804031604,9.343207355829925,3.43120735982836,5.1803010458832235,65915.60931374125,AGO,7411.654608836237,2.69509959,50.37,46524170554.47323,45.26778124,0.4768243243243243,2.36373854,96.95197296,1.46826649,60.22295928,82482120582.92502,3540.791595683807,44.42,1.871883289,57.242,48.9,50.922281472487,42.2777189153195,36.68,2.5,2.5,2.5,0.26875,2.36373854,96.95197296,60.22295928,4.860351206503755,4.860351206503755,34.207909750135606,0.75,18.75415408,0.14200000000000002,38.0,60.1310289535053,0.4720187151468192,0.36860397535191974
安哥拉,2011,20988.126424154332,6616.751712026192,19310.387019137714,7354.512319609284,11039.339846488501,209442.2863876205,10.020959370788685,3.159224350607208,9.219908430239084,3.5114744240320643,5.27082664961826,64458.158163209606,AGO,7537.596564033449,2.64560771,51.05,56315064942.805374,45.26778124,0.4768243243243243,2.35561895,122.11888123,1.52542961,79.08060033,85446420441.97153,3528.168243733989,45.28,1.871883289,58.093,48.9,52.43574142556521,43.1620627220945,37.37,2.0,2.5,2.5,0.264375,2.35561895,122.11888123,79.08060033,4.04667835788036,4.04667835788036,41.6125378014264,0.75,21.97383965,0.152,39.0,60.843161039607295,1.0179500400370545,0.38956804781974136
安哥拉,2012,20050.0554159866,6646.76649983364,18983.03280815573,7511.3284861820275,11172.447151355613,209569.14982865023,9.567274301766314,3.1716340431157097,9.058123690283995,3.584176627296291,5.331150677707346,62820.566711722364,AGO,8246.36081151609,2.39574957,51.67,62797003396.12745,45.26778124,0.4768243243243243,2.13677311,121.84848022,1.39434171,79.51167853,92712034533.3955,3682.352293227627,46.14,1.871883289,58.916,48.9,53.962934811933,44.0453181222275,38.06,2.0,2.5,2.5,0.26,2.13677311,121.84848022,79.51167853,3.5757522143,3.5757522143,42.407725294538174,0.75,21.4687002,0.162,37.0,61.51142239493321,0.7441252943078195,0.28664879467080845
